0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
1.0550332,1.0957118,0.84777296,0.82720363,0.876646,0.9923579,0.62821174,0.65599024,0.5612266,0.49086916,1.0804082,1.0237303,0.9393575,0.9278648,0.6341403,0.5891013,0.51941615,0.7456672,0.25842482,0.26192656,0.35946447,0.21984896,0.23576252,0.18240947,0.2433186,0.25797918,0.39256978,1.0290545,1.1026868,0.70177007,0.81480914,1.2348504,0.81490976,0.9786298,0.43796897,0.64736134,0.8907031,0.49711484,0.9751582,0.7264057,0.7302961,1.0659686,0.95227396,0.84278256,0.93341553,0.6751656,0.7245875,0.48235735,0.6892834,0.5601232,0.53808415,0.8644549,0.5083388,0.28495178,0.40872496,0.4816501,0.113580585,0.13193622,0.110842556,0.46506253,0.69873434,0.82483995,0.7083879,1.0675968,0.7924282,0.90259475,1.034176,1.0049453,0.7501687,0.50233424,1.0049751,0.7880595,0.9382833,0.9992111,0.80521524,1.0047119,0.83001316,0.5324509,0.692453,0.7241711,0.7663473,0.5343082,0.7296916,0.64944863,0.35089386,,,,,,,,,,,,,,,,,,,,,,
1.1350639,0.67866147,1.0342474,1.1595247,1.0300505,0.9918271,1.0900923,0.9508841,0.8092554,0.9185686,0.8919586,0.80544156,0.6774793,0.66140467,0.45402753,0.4501904,0.46266338,0.53350353,0.28157756,0.5494615,0.218567,0.18130489,0.22131005,0.20924518,0.7554407,0.7982609,0.5901453,0.47648457,0.40530163,0.82293695,0.90833336,1.0022565,0.91801274,0.8130179,1.2805805,0.8630567,1.073915,0.8089035,0.8703845,0.8503247,0.8928829,0.9111882,0.6648501,0.98874086,0.4825124,1.0027568,1.0182519,0.71753496,0.56676346,0.58426297,0.5004101,0.33163315,0.43450078,0.44772828,0.2846554,0.285785,0.11302574,0.1209042,0.20678118,0.5425822,0.552956,0.99878854,1.0605307,0.7183436,0.69193566,0.884789,0.8730831,0.97154266,0.7317243,0.678982,0.6618707,0.88376707,1.1540926,0.80977404,1.1288581,0.9027377,0.89518887,0.8448028,1.0512671,0.6820048,0.5423409,0.28472385,0.7782457,0.32634905,0.40675312,,,,,,,,,,,,,,,,,,,,,,
0.8676602,1.0930184,0.97205275,0.91085905,0.7130178,0.6445533,0.75109416,0.68530995,0.64478487,0.5713011,1.0383452,0.75718415,0.6778071,0.5385524,0.5544945,0.601532,0.65867287,0.3006724,0.8841342,0.87043744,0.12889208,0.2591687,0.31568107,0.87685317,0.9108899,0.40558696,0.6657716,0.9089944,1.1411825,0.9654652,1.2092353,1.3195864,0.84780294,1.028583,0.6849642,0.962042,0.67477965,0.6352501,0.9594429,0.80858964,0.48212057,0.83372873,0.72190607,0.6216857,0.6861983,0.43569303,0.7284853,0.3304967,0.40907013,0.47531402,0.4786946,0.2778208,0.37574545,0.59222174,0.38947624,0.26059562,0.15139368,0.51897496,0.25816756,0.56214166,0.71563154,0.8951511,0.85270673,0.9952136,0.82269603,0.7239905,0.8888478,1.2063695,0.6793714,0.6650722,0.8042231,1.0302205,0.78916353,1.0236992,0.942112,0.95637405,0.8910042,0.70995814,0.41648486,0.60912675,0.7121053,0.49497205,0.37011898,0.36329016,0.42888993,,,,,,,,,,,,,,,,,,,,,,
0.9411051,0.94467455,0.81917626,0.84019923,0.9046978,0.5979112,0.5650668,0.6466988,0.46328202,0.5058912,0.92658836,0.76926744,0.8121559,0.92469096,0.48895788,0.5996109,0.3304825,0.24236317,1.0507046,1.0081298,0.14515054,0.16944005,0.2360038,0.2087825,0.80107194,0.60282105,0.6917477,0.61541164,0.5463902,0.7871502,1.1815886,0.6764733,1.1550592,1.2875696,0.54202336,0.8444799,1.1045715,0.6927799,0.80459046,0.7491063,0.42300814,1.0153917,0.7828004,1.175822,0.5831136,0.7374434,0.6398446,0.7822562,0.6961683,0.6461908,0.55668485,0.59351736,0.2727528,0.296325,0.29642805,0.3874905,0.11804921,0.38136247,0.36418056,0.44787225,0.87790364,0.79182744,0.9185713,0.92158455,0.77209496,0.7848678,1.3313695,0.9620042,1.0246217,0.5604557,0.72293466,0.9101577,0.73319006,0.74339736,1.0629027,0.5574737,0.6501887,0.31142458,0.42753285,0.56892544,0.4286966,0.32939556,0.52594715,0.30675888,0.24812408,,,,,,,,,,,,,,,,,,,,,,
0.96540135,1.1998632,0.6606213,0.66744584,0.6019603,0.606068,0.78531176,0.55060107,0.7394759,0.9144877,0.95003474,1.099324,0.9453185,0.85105824,0.74951047,0.9782042,0.5923241,0.20202407,0.9964761,0.54013485,0.18746679,0.121084854,0.18045175,0.2554792,0.5288439,0.66250974,0.5504037,0.7402716,1.2698007,0.97781104,1.3962351,1.220936,1.222822,0.87811106,0.62571126,0.76533914,0.7513705,0.48974112,0.70680356,0.80940807,0.6711417,0.58142453,0.5722939,0.4096113,0.5737407,0.66261303,0.7293468,0.40029722,0.49061638,0.8341783,0.28287083,0.88754374,0.71215445,0.36247355,0.48483264,0.60243624,0.14199421,0.12053372,0.15341868,0.34619874,0.7523373,0.6435688,0.74471045,0.8036888,0.6006171,0.916482,0.99222946,0.99754953,0.91092765,0.6723783,0.9381712,1.1312726,0.8643148,0.895875,0.48681992,0.7942572,1.0569179,0.5951631,0.9541059,0.822365,0.5770068,0.71122485,0.691408,0.60263866,0.3076587,,,,,,,,,,,,,,,,,,,,,,
1.1936936,0.97595656,0.82937634,1.124064,1.0967044,0.90078914,0.8781028,0.7549894,0.9246035,1.0667281,1.0833803,0.93145776,0.7304957,0.4535265,0.65464455,0.50737864,0.7040914,0.48293597,0.317676,0.3513401,0.23107283,0.087231025,0.15626451,0.44492316,0.65481997,0.50130534,0.67115206,0.58143926,0.53792566,0.8615664,1.2317666,1.270404,1.0185349,0.8281876,0.91508335,0.65654063,1.0054725,1.0119807,0.44493955,0.6602931,1.1065981,0.6319344,1.0833802,0.8430394,0.63218457,0.6552086,0.6093175,0.81810755,0.7821921,0.66537297,0.42721644,0.33276987,0.27003157,0.22123042,0.4166766,0.26989466,0.09147409,0.10695034,0.26766524,0.23254268,0.61539626,0.8637754,0.7708609,0.7161136,0.58644605,0.5826038,0.8442431,1.0150896,0.9458176,1.1778231,0.89704144,0.75077397,1.0668353,0.56688124,0.80741715,0.6580963,0.9524503,0.98442686,0.8235058,0.96032435,0.85987103,0.6757761,0.5541075,0.31338894,0.2872871,,,,,,,,,,,,,,,,,,,,,,
1.1293241,1.383097,0.8177958,0.88483953,0.76177675,0.6983472,0.70284015,0.8050685,0.47274476,0.611942,1.0768148,0.92179286,0.78402907,0.61418086,0.8685018,0.85187113,0.7040088,0.26778266,0.8658624,0.82436097,0.3231922,0.21973729,0.16306925,0.7120355,0.61789024,0.6591868,0.58931434,0.75487745,0.8717809,0.8665299,1.0840228,0.9633981,1.0190393,0.9900259,0.8717078,0.67735946,0.99188155,0.86242867,0.8565062,0.831963,0.63817936,1.2680615,0.3340135,0.2966389,0.41720447,0.8286368,0.4843744,0.64662635,0.59156126,0.42099154,0.42405555,0.20772909,0.35615438,0.18348673,0.14365236,0.24466407,0.16211547,0.4772708,0.26758435,0.5076541,0.94720143,0.94614667,1.1030782,0.8999762,0.8202486,0.90503055,0.95098215,0.9931529,0.86943126,0.62265515,0.83319175,0.9059513,1.17372,0.8535789,0.7709106,0.8822623,1.0671507,1.0815959,0.6324688,0.620703,0.39627135,0.5332503,0.3737391,0.42561755,0.24286225,,,,,,,,,,,,,,,,,,,,,,
0.7731627,0.70196724,0.56631464,0.91606283,0.84817165,0.8386402,0.668491,0.7351795,0.745383,0.89766896,0.97867894,0.8798014,0.68697023,0.7278612,0.51993614,0.659459,0.67249227,0.44741133,0.6325114,0.77616924,0.34209666,0.6454436,0.6263555,0.4044911,0.28689376,0.25950658,0.35191894,0.8528937,0.80134207,0.54205275,0.5685828,0.6268305,0.7383108,0.59376824,0.6977762,0.75025874,0.8895672,0.7500185,0.66225415,0.853999,0.5696387,0.874294,0.76667017,1.0696057,0.59779155,0.84014046,0.6534958,0.908631,0.6040673,0.5960939,0.6109338,0.46811622,0.43071187,0.45355037,0.37905267,0.34827283,0.13083446,0.145305,0.29919657,0.25263932,0.6189225,0.77350754,0.581076,1.059953,0.7247895,1.2477405,0.9727808,1.0188383,0.85848355,0.45413822,0.7322372,1.0876012,0.5967642,0.7825527,1.0325145,0.95711267,1.1499213,1.0710442,0.6441807,0.69022393,0.45984346,0.36349034,0.36336613,0.32846192,0.3592612,,,,,,,,,,,,,,,,,,,,,,
0.9851026,0.9757394,1.0171314,1.2940533,1.0496144,0.7485312,0.81118757,0.8972199,1.0791782,1.2627584,1.0440449,0.95469743,1.0474463,0.71995944,0.46531466,0.5104232,0.59058607,0.898391,0.7202597,0.86841536,0.1580407,0.08997796,0.22820464,0.19628935,0.6462977,0.83343697,0.60902727,0.85200536,0.6280551,1.0582447,1.08404,1.0868382,0.96119857,1.2263467,1.2486609,1.071735,0.6767423,1.0472001,0.7169136,0.76626104,1.0204072,0.8874668,1.0216755,0.985093,0.79414964,0.58838284,0.62326586,0.29978436,0.44807562,0.45995125,0.7397409,0.20098642,0.4019005,0.38620713,0.5076549,0.3236092,0.16865699,0.134917,0.15618159,0.6223088,0.6741811,0.78451097,0.85993993,0.7982181,0.91964877,0.91334605,0.9126301,1.228508,0.78247494,0.6239201,0.8275575,1.0751418,0.73016876,0.59125686,0.9007884,0.8154163,0.937144,0.98996294,1.0184208,0.58930045,0.75719744,0.6406503,0.7743703,0.6589829,0.23286787,,,,,,,,,,,,,,,,,,,,,,
0.7754489,0.66813964,0.75001097,0.864483,0.9215276,0.74459076,0.8776866,0.42664057,0.63698953,0.7411097,0.8678728,0.6445516,0.3753429,0.4956837,0.8855469,0.691563,0.7017651,0.36359763,0.7776493,0.91294444,0.38512582,0.16501513,0.43738472,0.17885652,0.5334177,0.5234562,0.78245884,0.5811995,0.5755255,0.7942854,0.7164413,0.8469998,1.0021163,1.0184958,0.92785776,0.9935018,0.8805836,1.2991538,0.868415,0.7009442,0.8763637,0.80741143,0.60063726,0.90927434,0.76240516,0.7320496,0.85479784,0.8368688,0.62260854,0.5265763,0.53342175,0.37272158,0.6243224,0.47599134,0.45241457,0.38157535,0.19570379,0.27834693,0.42630014,0.8884071,0.98750347,0.7467772,0.8760997,0.9001074,0.6376655,0.91881603,1.0922356,0.7521115,0.67213446,1.1148254,0.7749737,1.1491013,1.0630403,0.9877227,1.1245898,1.1155833,0.70953363,0.91374093,0.6887201,0.7859609,0.63415486,0.61465776,0.3012153,0.51929086,0.65945333,,,,,,,,,,,,,,,,,,,,,,
1.0918949,0.97237885,1.0528911,0.99666977,0.80381036,0.77253085,0.97597265,0.7022694,0.6986665,0.9110789,1.1337451,0.7642068,0.47013414,0.56815964,0.76892805,0.4882015,0.4729987,0.20591189,0.73544043,1.0219387,0.1559201,0.13597429,0.25176904,0.7435266,0.24748853,0.2728022,0.7546764,1.0144806,0.523606,0.90228754,1.15605,1.0399446,1.0496979,1.0221565,0.83725166,0.92290366,0.91243404,0.84150845,0.797898,0.7909247,1.1417352,1.0645826,0.87286556,0.6379783,0.7234103,0.83216506,0.5553045,0.6896938,0.4008332,0.50261915,0.47983333,0.3178996,0.28570506,0.5490448,0.31651568,0.49744624,0.10936675,0.104440294,0.2474677,0.660974,0.924583,0.8504472,0.8632917,0.98644257,0.72644585,1.0424944,0.8873076,1.1074677,1.0514694,0.62326115,0.86914283,0.99664485,0.7908235,0.77771664,1.2983667,0.77962744,0.9388976,1.1198568,0.701044,0.5758115,0.54531604,0.23641342,0.35425475,0.2837719,0.48839268,,,,,,,,,,,,,,,,,,,,,,
1.0979532,0.6606419,0.85854375,1.2093145,1.1262234,0.91323704,0.84012985,0.8360271,0.95516646,1.0515816,0.8446926,1.1871626,1.0326632,0.75594604,0.5342347,0.56840575,0.6684439,0.86547697,0.9218005,0.5913904,0.23221608,0.15266708,0.1278505,0.28520522,0.74319595,0.9089787,0.6414841,0.94330674,0.7583275,1.0254643,0.75405896,1.1532427,0.82154906,0.87766594,0.9506455,0.9175974,1.0595114,0.8977273,0.8569371,0.83538455,1.1431527,0.8036314,0.6699742,0.81513137,0.6840715,0.41955563,0.6082066,0.30240157,0.4910782,0.6120792,0.8607048,0.3643588,0.35705286,0.3717488,0.33659995,0.39247763,0.09357517,0.098295115,0.114726156,0.9433952,0.853248,0.74595684,0.86679095,0.99327195,0.66421103,0.86666214,0.797012,1.2305748,0.77202314,0.59009063,0.67602015,0.9846432,0.7174699,0.94440293,1.1121377,0.9273784,0.91552556,0.81354916,1.1382827,0.8437148,0.8395235,0.526645,0.7472088,0.37700826,0.36576214,,,,,,,,,,,,,,,,,,,,,,
1.4004635,1.0274504,0.9939486,1.1418245,0.8270487,0.6993585,0.91179687,0.7781745,0.8483018,0.49749297,0.73756444,0.53036857,0.6293632,0.7418398,0.5522126,0.43437898,0.55811745,0.23734589,0.9347254,0.74649,0.2788601,0.17143127,0.37094158,0.43624717,0.19097811,0.17670909,0.6951973,0.7852445,0.69327503,1.0109981,0.830884,0.6577695,1.2438738,1.2748082,0.93562084,0.82850325,0.75250524,0.75262886,0.80093145,0.7699276,1.0632219,0.9595533,0.86876756,0.8044578,0.5396836,1.2483557,1.2283491,0.4261794,0.48340914,0.57626456,0.5170743,0.25858384,0.35578126,0.5209649,0.3737074,0.26414263,0.081243135,0.15103887,0.15594745,0.63443977,0.9105898,0.96929675,1.0700632,0.71700865,0.47724658,1.0631195,0.89509946,1.205603,0.7919629,0.9691681,1.0748984,1.1666429,0.86676306,0.8963162,0.82281214,0.8825445,1.0193609,0.80787927,0.64398897,0.52406585,0.49680036,0.4117916,0.27740613,0.25640738,0.4210076,,,,,,,,,,,,,,,,,,,,,,
0.95755583,0.8639876,0.7111563,0.55990624,0.7716488,0.95245683,0.9053243,0.7988441,0.8143751,0.7689514,1.0044615,0.90823007,1.2480761,0.6736796,0.5424561,0.27525485,0.4822499,0.29720923,0.46877518,0.5447026,0.20899776,0.28011724,0.25546485,0.9353498,0.5248372,0.49077734,0.9061085,1.0686853,1.0179971,1.0504357,1.2771673,1.2420843,0.8757941,0.9594343,0.5523506,0.8337918,1.0220155,0.5246583,0.71177566,0.77050704,0.7291081,0.879635,1.0932378,0.773092,1.1294795,0.44805518,0.55486494,0.97358906,0.49401957,0.597662,0.8077565,0.25554413,0.32004684,0.34435558,0.12916209,0.14629935,0.51379275,0.41506016,0.2595632,0.5723997,0.9512281,0.90272856,1.2884076,1.0651771,1.2426975,1.0677313,1.1749504,1.0514483,0.7044576,0.79456353,0.75409454,0.9508073,0.84581107,0.7116267,0.61451805,0.7222364,0.64597833,0.7597813,0.6939893,0.6113352,0.36250532,0.5285681,0.29232335,0.41321164,0.17414476,,,,,,,,,,,,,,,,,,,,,,
1.3687027,1.2667191,0.9565878,0.8092885,1.1492549,0.84014255,0.893541,0.79256004,0.89473146,0.9645832,1.0364519,0.93865323,0.87493145,0.50905526,0.49053243,0.7692311,0.6166101,0.3381287,0.8613068,0.7302215,0.08987915,0.16461332,0.19964889,0.66308004,0.61538815,0.554601,0.64740574,1.0740469,1.2089968,0.9261547,1.1637837,1.3452781,0.8240041,0.90661776,0.57481533,0.71186393,0.97954905,0.46696693,0.87754065,0.6079179,0.39534274,0.738117,0.50684905,0.64023787,0.8142344,0.5716136,0.51946926,0.53529525,0.5171394,0.4028185,0.45261994,0.2728131,0.4008707,0.662046,0.24236448,0.22278935,0.1730234,0.30117178,0.35970965,0.5609595,0.8897874,0.865612,0.6767578,1.1283289,0.9809139,0.99749607,0.9062924,0.9434831,0.59923834,0.47433755,0.5956685,0.5162385,0.7745887,1.032646,0.60884464,0.7568337,0.7833647,0.9206885,0.4240949,0.62991863,0.5094645,0.25923875,0.442324,0.27798417,0.29548815,,,,,,,,,,,,,,,,,,,,,,
